ID,adj.P.Val,P.Value,t,B,logFC,GI,Gene.symbol,Gene.title
ILMN_1701347,1.36E-07,7.44E-10,30.6119293,13.52398,4.16415061,NA,,
ILMN_2092693,1.37E-07,7.53E-10,-30.569324,13.51236,-2.95850981,209977040,LSM12,LSM12 homolog
ILMN_1724699,1.39E-07,7.70E-10,30.4885085,13.49026,2.82069345,111120326,ACAD8,acyl-CoA dehydrogenase family member 8
ILMN_1680591,1.39E-07,7.76E-10,-30.458756,13.4821,-4.37041044,62739177,RTKN,rhotekin
ILMN_1691506,1.39E-07,7.76E-10,-30.4579708,13.48189,-4.5722003,NA,,
ILMN_2158587,1.41E-07,7.93E-10,30.3790405,13.46021,4.51482534,208879468,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1
ILMN_1770612,1.51E-07,8.52E-10,30.1170871,13.38779,6.97858048,216548460,KRT15,keratin 15
ILMN_1853592,1.51E-07,8.57E-10,30.0947531,13.38158,2.99398295,118582288,TFAP2B,transcription factor AP-2 beta
ILMN_2269092,1.51E-07,8.62E-10,30.0754177,13.3762,2.37275136,335057564,MANEA,mannosidase endo-alpha
ILMN_1687073,1.51E-07,8.62E-10,30.0751453,13.37613,2.95167177,66773343,SOGA1,"suppressor of glucose, autophagy associated 1"
ILMN_1734929,1.51E-07,8.69E-10,30.0444826,13.36759,5.13363824,95147560,BBOX1,gamma-butyrobetaine hydroxylase 1
ILMN_1753903,1.51E-07,8.72E-10,30.0309548,13.36382,4.01987069,274321461,C1GALT1C1,C1GALT1 specific chaperone 1
ILMN_2141398,1.53E-07,8.88E-10,29.9670018,13.34597,3.13177343,155030243,VEZT,"vezatin, adherens junctions transmembrane protein"
ILMN_1730611,1.58E-07,9.20E-10,-29.8372256,13.3096,-5.79509806,47519538,RTN4,reticulon 4
ILMN_2160209,1.58E-07,9.22E-10,29.83141,13.30797,5.54229384,218505669,EPCAM,epithelial cell adhesion molecule
ILMN_2167617,1.58E-07,9.26E-10,-29.8141715,13.30313,-4.76483025,994318266,NACA,nascent polypeptide-associated complex alpha subunit
ILMN_2216918,1.58E-07,9.32E-10,-29.7898246,13.29628,-2.82493328,74315355,SHPK,sedoheptulokinase
ILMN_2051900,1.59E-07,9.42E-10,-29.7523488,13.28572,-3.86281916,747811821,EID2B,EP300 interacting inhibitor of differentiation 2B
ILMN_2172221,1.59E-07,9.45E-10,29.7420682,13.28282,4.40413035,54792770,SUMO1P3,SUMO1 pseudogene 3
ILMN_2399893,1.66E-07,9.87E-10,29.5828688,13.2378,3.57876193,214829180,RPS24,ribosomal protein S24
ILMN_1699684,1.69E-07,1.01E-09,29.4916043,13.21186,4.81114455,74316007,PBLD,phenazine biosynthesis like protein domain containing
ILMN_1740487,1.69E-07,1.02E-09,29.4826518,13.20931,5.30396903,999809133,CMTM7,CKLF like MARVEL transmembrane domain containing 7
ILMN_1740770,1.69E-07,1.02E-09,29.4671526,13.20489,2.96337126,NA,,
ILMN_1711005,1.69E-07,1.02E-09,-29.4545095,13.20129,-2.81918993,42490757,CDC25A,cell division cycle 25A
ILMN_1772506,1.70E-07,1.03E-09,29.4253726,13.19297,4.36500793,298493319,ATP5I,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit E"
ILMN_1703622,1.70E-07,1.04E-09,29.4116531,13.18905,5.81422255,44890060,PPIB,peptidylprolyl isomerase B
ILMN_1813491,1.72E-07,1.06E-09,-29.3467676,13.1705,-2.81719313,526252795,SPTLC1,serine palmitoyltransferase long chain base subunit 1
ILMN_1754458,1.74E-07,1.07E-09,-29.2902389,13.15429,-1.90445456,195539378,SDHAP1,succinate dehydrogenase complex flavoprotein subunit A pseudogene 1
ILMN_2252295,1.74E-07,1.07E-09,29.284742,13.15271,2.88039959,451172080,ELF2,E74 like ETS transcription factor 2
ILMN_2313434,1.81E-07,1.12E-09,29.1300034,13.10815,4.89548445,57863256,TCP1,t-complex 1
ILMN_2229950,1.83E-07,1.14E-09,29.0703595,13.0909,3.52797565,315139023,MPHOSPH10,M-phase phosphoprotein 10
ILMN_2117716,1.89E-07,1.18E-09,-28.9506858,13.05617,-3.03249665,41152096,AKAP17A,A-kinase anchoring protein 17A
ILMN_1729123,1.90E-07,1.19E-09,-28.9223275,13.04792,-4.73036059,301129279,PTPA,protein phosphatase 2 phosphatase activator
ILMN_2138856,1.92E-07,1.21E-09,28.8719425,13.03323,2.14346789,62751963,YOD1,YOD1 deubiquitinase
ILMN_2098571,1.92E-07,1.22E-09,28.8485143,13.02639,2.68528081,297747372,MYNN,myoneurin
ILMN_1749915,1.92E-07,1.22E-09,28.8244274,13.01935,4.28167527,991820340,RSRP1,arginine and serine rich protein 1
ILMN_1783852,1.92E-07,1.23E-09,28.8053998,13.01378,4.38537195,215422419,CD164,CD164 molecule
ILMN_1714515,1.92E-07,1.23E-09,-28.8013147,13.01259,-2.75490877,312284075,MRPS12,mitochondrial ribosomal protein S12
ILMN_1741459,1.93E-07,1.24E-09,-28.7787234,13.00597,-3.497068,237858573,CDK10,cyclin dependent kinase 10
ILMN_1670544,1.99E-07,1.29E-09,28.6488341,12.96783,3.14104987,313482849,BLOC1S5,biogenesis of lysosomal organelles complex 1 subunit 5
ILMN_1718542,2.09E-07,1.35E-09,28.4749993,12.91646,4.63396932,NA,,
ILMN_1848863,2.12E-07,1.38E-09,28.4161398,12.89899,3.38150568,34526664,NFIC,nuclear factor I C
ILMN_1788108,2.13E-07,1.39E-09,-28.3853775,12.88984,-5.50172628,313482856,TXNDC5,thioredoxin domain containing 5
ILMN_2227495,2.15E-07,1.41E-09,-28.3350096,12.87483,-5.57623964,313151216,ZNF549,zinc finger protein 549
ILMN_1728845,2.16E-07,1.42E-09,-28.3133227,12.86836,-3.9607766,133908628,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
ILMN_2134110,2.16E-07,1.42E-09,-28.2987549,12.86401,-3.45839669,46370091,SELK,selenoprotein K
ILMN_2292387,2.17E-07,1.44E-09,28.2670324,12.85453,4.43611017,19743568,TANK,TRAF family member associated NFKB activator
ILMN_1761259,2.21E-07,1.47E-09,-28.1939651,12.83265,-3.89429565,296010872,EXT2,exostosin glycosyltransferase 2
ILMN_1838254,2.21E-07,1.47E-09,28.1814582,12.8289,3.31116486,392494078,DBT,dihydrolipoamide branched chain transacylase E2
ILMN_2064655,2.21E-07,1.48E-09,-28.16009,12.82248,-2.65866574,543173146,CXorf40A,chromosome X open reading frame 40A
ILMN_1695119,2.23E-07,1.50E-09,28.1188126,12.81008,3.99084999,341926252,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
ILMN_1670901,2.23E-07,1.51E-09,-28.1101604,12.80747,-2.17486426,181336600,COX10,"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"
ILMN_1688234,2.23E-07,1.51E-09,28.1022785,12.8051,3.44888001,113204625,ASS1,argininosuccinate synthase 1
ILMN_1792168,2.24E-07,1.52E-09,-28.0716226,12.79587,-3.10546403,56237022,GALE,UDP-galactose-4-epimerase
ILMN_1749448,2.31E-07,1.57E-09,27.9566721,12.76114,2.70670747,90193627,GLMN,"glomulin, FKBP associated protein"
ILMN_2041236,2.34E-07,1.60E-09,-27.8954224,12.74257,-2.20015631,156086723,RAP1GAP2,RAP1 GTPase activating protein 2
ILMN_1675460,2.34E-07,1.61E-09,27.8850972,12.73943,3.12113473,NA,,
ILMN_1683950,2.34E-07,1.62E-09,-27.8688679,12.7345,-2.74389973,23111027,SNX11,sorting nexin 11
ILMN_2352131,2.35E-07,1.63E-09,-27.8434663,12.72678,-3.93231519,584277099,ERBB2,erb-b2 receptor tyrosine kinase 2
ILMN_1657045,2.36E-07,1.64E-09,27.815331,12.71821,3.65927517,531034786,ABR,active BCR-related
ILMN_1676424,2.48E-07,1.73E-09,27.6473268,12.66686,3.08171151,167004077,METTL1,methyltransferase like 1
ILMN_1685387,2.48E-07,1.73E-09,27.6340425,12.66279,5.64801855,239915993,PIGR,polymeric immunoglobulin receptor
ILMN_1658232,2.48E-07,1.74E-09,27.6201264,12.65851,4.49579497,226437633,KDM2B,lysine demethylase 2B
ILMN_1723158,2.49E-07,1.75E-09,-27.5934598,12.65032,-5.85883057,385198057,NOP2,NOP2 nucleolar protein
ILMN_2371590,2.50E-07,1.77E-09,-27.5633117,12.64105,-2.98714197,NA,,
ILMN_2207561,2.50E-07,1.77E-09,27.5619847,12.64064,2.69756596,1021178291,AP1AR,adaptor related protein complex 1 associated regulatory protein
ILMN_1749269,2.53E-07,1.80E-09,27.5123833,12.62536,4.28963852,1005261238,INPP5A,inositol polyphosphate-5-phosphatase A
ILMN_1742324,2.57E-07,1.84E-09,27.4417574,12.60355,2.95709667,544346132,SUCO,SUN domain containing ossification factor
ILMN_1778673,2.57E-07,1.84E-09,-27.4344137,12.60127,-5.68488435,50541945,GOLGA7,golgin A7
ILMN_1736068,2.57E-07,1.84E-09,27.4249325,12.59834,2.23034469,666637960,CNOT8,CCR4-NOT transcription complex subunit 8
ILMN_1778764,2.64E-07,1.91E-09,27.3144533,12.56406,3.442205,211971045,BUB3,"BUB3, mitotic checkpoint protein"
ILMN_1804415,2.66E-07,1.92E-09,-27.2846447,12.55479,-3.22155415,76496486,SMAGP,small cell adhesion glycoprotein
ILMN_2104877,2.69E-07,1.96E-09,27.2244432,12.53602,2.69572532,209915595,CMPK1,cytidine/uridine monophosphate kinase 1
ILMN_1700541,2.69E-07,1.96E-09,-27.2193465,12.53443,-3.44471072,318037493,FBLN1,fibulin 1
ILMN_2198408,2.69E-07,1.97E-09,27.2157605,12.53331,2.13478119,457866834,MFF,mitochondrial fission factor
ILMN_2059606,2.71E-07,1.99E-09,27.172238,12.51971,2.925112,546231963,CCDC117,coiled-coil domain containing 117
ILMN_1692956,2.72E-07,2.00E-09,27.1523433,12.51348,3.77662489,NA,,
ILMN_2058337,2.72E-07,2.01E-09,-27.141311,12.51003,-5.2367422,1011750895,ROCK2,Rho associated coiled-coil containing protein kinase 2
ILMN_1662168,2.73E-07,2.02E-09,27.1229634,12.50428,3.90479977,289191309,SP3,Sp3 transcription factor
ILMN_1702389,2.77E-07,2.06E-09,-27.062888,12.48543,-3.21287861,155722993,ZC3H3,zinc finger CCCH-type containing 3
ILMN_2229649,2.79E-07,2.08E-09,27.0225351,12.47274,3.79808408,146149187,KCTD12,potassium channel tetramerization domain containing 12
ILMN_2152865,2.80E-07,2.10E-09,26.9984924,12.46516,2.77857041,313482806,PHOSPHO2,"phosphatase, orphan 2"
ILMN_1734783,2.80E-07,2.12E-09,26.9726573,12.45702,4.07256203,321117008,ZMYND11,zinc finger MYND-type containing 11
ILMN_1658160,2.80E-07,2.12E-09,-26.972645,12.45702,-2.94833198,335334965,FAM156A,family with sequence similarity 156 member A
ILMN_1746525,2.80E-07,2.12E-09,26.9696257,12.45606,4.47619512,NA,,
ILMN_1652996,2.81E-07,2.13E-09,26.9534946,12.45097,2.90530644,219277632,SMG1,"SMG1, nonsense mediated mRNA decay associated PI3K related kinase"
ILMN_1784352,2.90E-07,2.21E-09,-26.8315288,12.41237,-5.28193906,269308186,CCM2,CCM2 scaffolding protein
ILMN_1760676,2.91E-07,2.23E-09,-26.8086924,12.40512,-4.60808313,388240810,MORF4L1,mortality factor 4 like 1
ILMN_1694840,2.91E-07,2.23E-09,-26.8043268,12.40374,-3.6612444,960139574,MATN2,matrilin 2
ILMN_1756942,2.98E-07,2.30E-09,-26.6955021,12.36909,-3.00055517,289191312,SP3,Sp3 transcription factor
ILMN_2216157,2.98E-07,2.31E-09,-26.6840209,12.36542,-2.49640499,42476110,GNA12,G protein subunit alpha 12
ILMN_1711023,2.98E-07,2.31E-09,-26.6807398,12.36438,-3.23058211,499591434,CDK5RAP1,CDK5 regulatory subunit associated protein 1
ILMN_2049343,2.98E-07,2.31E-09,-26.6806598,12.36435,-6.96691072,NA,,
ILMN_2212156,2.99E-07,2.33E-09,26.6661416,12.35971,2.73740795,42560243,PPIG,peptidylprolyl isomerase G
ILMN_2113957,3.00E-07,2.34E-09,26.643414,12.35245,2.28069523,207113131,PEX13,peroxisomal biogenesis factor 13
ILMN_2076602,3.04E-07,2.38E-09,26.5892251,12.3351,5.11356172,284055246,ITM2A,integral membrane protein 2A
ILMN_1713752,3.04E-07,2.40E-09,26.5664221,12.32778,3.57002899,1016470413,SERINC3,serine incorporator 3
ILMN_1701581,3.04E-07,2.40E-09,26.5651615,12.32738,4.9008363,32455232,LAD1,ladinin 1
ILMN_1701441,3.04E-07,2.40E-09,-26.5584316,12.32522,-2.8851507,45580698,LPAR1,lysophosphatidic acid receptor 1
ILMN_2391333,3.10E-07,2.46E-09,-26.4807029,12.30023,-2.2856511,145301634,CYP20A1,cytochrome P450 family 20 subfamily A member 1
ILMN_1708095,3.10E-07,2.47E-09,-26.4774791,12.29919,-3.59402158,1023301033,PANK2,pantothenate kinase 2
ILMN_2163732,3.11E-07,2.49E-09,26.4486273,12.28989,3.24973417,523704483,ATG3,autophagy related 3
ILMN_1799105,3.11E-07,2.49E-09,26.441208,12.2875,5.13114127,119829186,COL17A1,collagen type XVII alpha 1 chain
ILMN_1780667,3.11E-07,2.50E-09,-26.4361666,12.28587,-3.76150876,239787753,POC1A,POC1 centriolar protein A
ILMN_1662905,3.17E-07,2.55E-09,-26.3671876,12.26358,-5.41175375,310832420,NME1-NME2,NME1-NME2 readthrough
ILMN_1738362,3.22E-07,2.60E-09,26.3066385,12.24396,5.19832768,525459425,RNF19A,"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
ILMN_1811327,3.22E-07,2.61E-09,-26.2991331,12.24153,-3.77989449,NA,,
ILMN_2135991,3.24E-07,2.63E-09,26.2652819,12.23054,2.60460047,529250117,CNEP1R1,CTD nuclear envelope phosphatase 1 regulatory subunit 1
ILMN_2091123,3.25E-07,2.65E-09,-26.2431654,12.22334,-5.2225025,NA,,
ILMN_1656621,3.29E-07,2.70E-09,26.1919688,12.20667,3.29056547,571026644,CHMP2A,charged multivesicular body protein 2A
ILMN_2177732,3.29E-07,2.73E-09,26.1493041,12.19275,2.16581475,342349355,RANBP6,RAN binding protein 6
ILMN_1689057,3.29E-07,2.74E-09,26.1425326,12.19054,4.79729083,335057530,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
ILMN_1745962,3.29E-07,2.74E-09,-26.1390594,12.1894,-2.95982506,74229028,FBXO7,F-box protein 7
ILMN_1692760,3.29E-07,2.75E-09,-26.125931,12.18511,-3.95184855,189011557,DPAGT1,dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
ILMN_1748546,3.29E-07,2.75E-09,-26.1233827,12.18428,-4.97581951,545479112,2-Sep,septin 2
ILMN_1665559,3.29E-07,2.76E-09,-26.1156865,12.18176,-4.06386719,589811554,CDK2,cyclin dependent kinase 2
ILMN_1801442,3.29E-07,2.76E-09,-26.1149442,12.18152,-2.57060991,169790852,KRT81,keratin 81
ILMN_2154322,3.29E-07,2.77E-09,-26.1104979,12.18006,-3.47392897,296011006,SEMA3E,semaphorin 3E
ILMN_2073012,3.29E-07,2.77E-09,-26.1089316,12.17955,-3.51453301,16596685,TMEM203,transmembrane protein 203
ILMN_2180929,3.29E-07,2.77E-09,-26.1026088,12.17748,-6.53682407,291621699,SLC16A12,solute carrier family 16 member 12
ILMN_2127477,3.29E-07,2.78E-09,26.096611,12.17552,2.18687588,260166681,G6PC3,glucose-6-phosphatase catalytic subunit 3
ILMN_1792495,3.32E-07,2.82E-09,26.044084,12.1583,5.74405591,427918085,AHNAK,AHNAK nucleoprotein
ILMN_2061979,3.32E-07,2.83E-09,26.0387932,12.15657,4.83722203,188528666,H3F3C,"H3 histone, family 3C"
ILMN_1803033,3.32E-07,2.83E-09,26.0360738,12.15567,4.66943249,386781879,MGST1,microsomal glutathione S-transferase 1
ILMN_1756693,3.32E-07,2.84E-09,26.0309326,12.15399,3.46399779,569026712,ARHGAP17,Rho GTPase activating protein 17
ILMN_1703005,3.32E-07,2.84E-09,26.0218978,12.15102,3.96519659,NA,,
ILMN_1706813,3.34E-07,2.87E-09,25.9902512,12.14062,5.09391441,542133153,SLC6A14,solute carrier family 6 member 14
ILMN_2061310,3.34E-07,2.88E-09,-25.9845266,12.13874,-1.99348277,297206835,ZNF280C,zinc finger protein 280C
ILMN_1683786,3.34E-07,2.88E-09,25.9775132,12.13643,3.44054168,240849500,FYTTD1,forty-two-three domain containing 1
ILMN_1679176,3.34E-07,2.90E-09,25.9654235,12.13245,2.42250739,150036261,CLCA4,chloride channel accessory 4
ILMN_2113738,3.34E-07,2.90E-09,-25.956992,12.12967,-4.0496249,209954820,MCMDC2,minichromosome maintenance domain containing 2
ILMN_2077733,3.42E-07,2.98E-09,25.8761366,12.103,2.26826765,291190307,NAA25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
ILMN_2198893,3.42E-07,2.99E-09,-25.8656091,12.09952,-3.37531633,47174756,LOC407835,mitogen-activated protein kinase kinase 2 pseudogene
ILMN_1678484,3.46E-07,3.03E-09,25.8205659,12.08461,3.07945281,50959131,CBY1,"chibby family member 1, beta catenin antagonist"
ILMN_1676458,3.46E-07,3.04E-09,25.8135459,12.08229,3.65603564,642945636,MRPL11,mitochondrial ribosomal protein L11
ILMN_2085903,3.48E-07,3.07E-09,25.7860565,12.07317,4.08288933,663071178,MRPS18C,mitochondrial ribosomal protein S18C
ILMN_1718853,3.50E-07,3.10E-09,25.7549303,12.06284,2.54605427,874507479,UQCRC2,ubiquinol-cytochrome c reductase core protein II
ILMN_1749118,3.55E-07,3.15E-09,25.7025174,12.0454,3.88522513,223278386,CALML5,calmodulin like 5
ILMN_1813704,3.55E-07,3.17E-09,-25.685109,12.03961,-3.70513923,648215830,CEMIP,cell migration inducing hyaluronan binding protein
ILMN_1761120,3.55E-07,3.17E-09,-25.6829681,12.03889,-3.12882938,91807116,TM2D3,TM2 domain containing 3
ILMN_2225511,3.58E-07,3.20E-09,25.6511567,12.02828,2.05562075,68348706,BRMS1L,breast cancer metastasis-suppressor 1-like
ILMN_2202915,3.63E-07,3.25E-09,-25.59958,12.01105,-2.99481823,422398862,FAR2,fatty acyl-CoA reductase 2
ILMN_1659095,3.64E-07,3.27E-09,-25.5860879,12.00654,-3.77076011,NA,,
ILMN_2234873,3.65E-07,3.29E-09,25.562654,11.99869,4.47038731,66392204,NME2,NME/NM23 nucleoside diphosphate kinase 2
ILMN_2130078,3.67E-07,3.31E-09,-25.5436165,11.99231,-6.83677171,257467536,CDKN2AIPNL,CDKN2A interacting protein N-terminal like
ILMN_2297205,3.71E-07,3.36E-09,25.4985769,11.97719,2.36522373,197245425,ATRN,attractin
ILMN_1704291,3.71E-07,3.38E-09,25.4868695,11.97326,4.26869316,NA,,
ILMN_1679025,3.72E-07,3.39E-09,25.4770997,11.96998,5.43061769,NA,,
ILMN_1674609,3.78E-07,3.45E-09,-25.4166405,11.94962,-4.46892188,365906278,CLTB,clathrin light chain B
ILMN_2356786,3.78E-07,3.46E-09,25.4108709,11.94767,5.53922932,346644753,ADD1,adducin 1
ILMN_1651943,3.89E-07,3.58E-09,25.3082831,11.913,2.43753574,1003701560,ANK3,"ankyrin 3, node of Ranvier (ankyrin G)"
ILMN_1802519,3.90E-07,3.59E-09,25.2952585,11.90858,2.9005883,532164688,VPS36,vacuolar protein sorting 36 homolog
ILMN_2210837,3.94E-07,3.64E-09,-25.2564344,11.89541,-2.53916537,38683841,CDC26,cell division cycle 26
ILMN_1713369,3.97E-07,3.68E-09,25.2231562,11.88411,2.60757294,395132448,RPL13A,ribosomal protein L13a
ILMN_2377174,3.99E-07,3.70E-09,-25.2021623,11.87697,-3.92609835,387849249,SYPL1,synaptophysin like 1
ILMN_2346649,3.99E-07,3.71E-09,-25.1951119,11.87457,-2.46359344,1043523329,ZNF473,zinc finger protein 473
ILMN_2182704,4.07E-07,3.80E-09,-25.1242133,11.85039,-2.93390732,390608635,BIRC2,baculoviral IAP repeat containing 2
ILMN_2207562,4.08E-07,3.81E-09,25.1105707,11.84573,3.04128519,1021178291,AP1AR,adaptor related protein complex 1 associated regulatory protein
ILMN_1783818,4.10E-07,3.84E-09,25.087239,11.83775,2.78366673,325053649,AKAP11,A-kinase anchoring protein 11
ILMN_2077504,4.11E-07,3.87E-09,25.0672305,11.83091,2.31336944,231573213,LTN1,listerin E3 ubiquitin protein ligase 1
ILMN_1791186,4.13E-07,3.91E-09,25.0368559,11.8205,2.2371434,39932588,ARHGAP18,Rho GTPase activating protein 18
ILMN_2405297,4.13E-07,3.91E-09,-25.0364524,11.82036,-2.1758402,317008612,NOTCH2,notch 2
ILMN_1780349,4.13E-07,3.92E-09,25.0309464,11.81847,3.34032443,114155141,TPR,"translocated promoter region, nuclear basket protein"
ILMN_1655710,4.15E-07,3.95E-09,25.0071016,11.81029,4.95515249,NA,,
ILMN_1672878,4.16E-07,3.97E-09,-24.9918434,11.80505,-3.39931565,378824461,ABR,active BCR-related
ILMN_1738554,4.21E-07,4.03E-09,-24.9412663,11.78766,-3.00372698,NA,,
ILMN_1712155,4.21E-07,4.04E-09,-24.9383257,11.78665,-6.36065842,992319632,RPL6,ribosomal protein L6
ILMN_1732089,4.26E-07,4.09E-09,-24.8971931,11.77247,-3.6888112,1044635705,MRI1,methylthioribose-1-phosphate isomerase 1
ILMN_1754600,4.26E-07,4.10E-09,-24.8940365,11.77138,-2.56194148,284172409,FNBP1L,formin binding protein 1 like
ILMN_1747129,4.27E-07,4.12E-09,24.879108,11.76623,1.68649191,212549780,CASP8AP2,caspase 8 associated protein 2
ILMN_1775192,4.32E-07,4.18E-09,-24.8310927,11.74963,-3.54607144,117938250,BCLAF1,BCL2 associated transcription factor 1
ILMN_1713732,4.36E-07,4.23E-09,-24.7968869,11.73779,-3.89810329,671696012,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
ILMN_1782459,4.37E-07,4.25E-09,24.7859507,11.734,2.75248337,51243031,OSBPL8,oxysterol binding protein like 8
ILMN_1751760,4.45E-07,4.34E-09,24.7198634,11.71106,2.09933391,49472833,BCAS2,breast carcinoma amplified sequence 2
ILMN_2234970,4.46E-07,4.36E-09,-24.706522,11.70642,-3.64210365,47080101,SLC39A3,solute carrier family 39 member 3
ILMN_1765019,4.49E-07,4.40E-09,24.6767026,11.69603,2.45810148,984390115,SACM1L,SAC1 suppressor of actin mutations 1-like (yeast)
ILMN_2195482,4.49E-07,4.42E-09,-24.6681334,11.69305,-3.74509537,332634845,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
ILMN_1704286,4.54E-07,4.47E-09,-24.6305427,11.67994,-3.56642537,257195179,FXYD5,FXYD domain containing ion transport regulator 5
ILMN_2134538,4.56E-07,4.51E-09,24.6041985,11.67073,4.41906113,NA,,
ILMN_2046315,4.56E-07,4.52E-09,24.6001047,11.6693,4.33468234,27374999,GABARAPL2,GABA type A receptor associated protein like 2
ILMN_1713550,4.61E-07,4.58E-09,24.5610616,11.65564,2.94121471,62912473,LGR6,leucine rich repeat containing G protein-coupled receptor 6
ILMN_1681103,4.65E-07,4.62E-09,24.5308088,11.64504,3.78778027,297307114,AQP1,aquaporin 1 (Colton blood group)
ILMN_1722533,4.65E-07,4.63E-09,-24.5245259,11.64284,-2.28246341,387762674,KATNAL1,katanin catalytic subunit A1 like 1
ILMN_1766435,4.65E-07,4.65E-09,-24.5157872,11.63977,-4.58152025,18375679,WBP11,WW domain binding protein 11
ILMN_1766024,4.65E-07,4.66E-09,-24.505808,11.63627,-3.78325675,22538791,PDCD10,programmed cell death 10
ILMN_2083818,4.67E-07,4.69E-09,24.4895207,11.63055,2.27611506,751557607,EXOC8,exocyst complex component 8
ILMN_2380418,4.70E-07,4.74E-09,-24.4589214,11.61979,-4.18938159,51479165,BICD2,BICD cargo adaptor 2
ILMN_1712347,4.71E-07,4.76E-09,-24.4459585,11.61523,-4.38887307,NA,,
ILMN_1666615,4.80E-07,4.86E-09,24.3801619,11.59204,2.64336762,284172362,PREPL,prolyl endopeptidase-like
ILMN_2100357,4.80E-07,4.87E-09,24.3742921,11.58997,3.09385336,554790395,SMPDL3A,sphingomyelin phosphodiesterase acid like 3A
ILMN_1729216,4.81E-07,4.89E-09,24.362782,11.5859,4.49586842,577019569,CRYAB,crystallin alpha B
ILMN_1658706,4.87E-07,4.97E-09,24.3187426,11.57033,3.39142958,192448439,ST6GALNAC2,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
ILMN_1678541,4.88E-07,4.99E-09,24.3066686,11.56605,2.12333337,197245425,ATRN,attractin
ILMN_1681886,4.91E-07,5.04E-09,24.2747709,11.55474,3.14385317,1001624603,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
ILMN_2096759,4.91E-07,5.05E-09,24.2709853,11.5534,3.86640205,195539394,PSMC6,"proteasome 26S subunit, ATPase 6"
